#,Title,Category,Language,Type,URL,Watched?,Notes
424,পর্ণ আসক্তি থেকে বাঁচার উপায় - এই ভুলটি করবেন না,Bengali,Bengali,Video,https://www.youtube.com/watch?v=X_NSWUM4IDE,,
425,পর্ণ আসক্তি - পর্ণ কতটা ভয়াবহ - মুক্তির উপায়,Bengali,Bengali,Video,https://www.youtube.com/watch?v=R_K0ZCNXVOY,,
426,পর্ণ আসক্তি ও হস্তমৈথুনের বদভ্যাস থেকে বাঁচার ৫ উপায়,Bengali,Bengali,Video,https://www.youtube.com/watch?v=cjoJ2peZz6E,,
427,অশ্লীল যৌনচিত্র আসক্তি থেকে মুক্তির উপায় - Pornography,Bengali,Bengali,Video,https://www.youtube.com/watch?v=k4-_P9LqUF0,,
428,Anti-Porn Software | Covenant Eyes Review (Can it help you?),Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=WQfpfY8WipM,,
429,Accountable2You Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=gxtv9tMPDK4,,
430,Ever Accountable (X3watch) Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=ovFLSfAMDfs,,
431,Is Covenant Eyes Enough for Porn Addiction? A Clinical Answer,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=BRX1DdvO9xk,,
432,Covenant Eyes Review - Is Accountability Software Right for You or Your Family?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=efzR1yyzIfs,,
433,Covenant Eyes Reviewed by a Porn Addiction Coach (2022),Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=59rB0QOEInk,,
434,Is Covenant Eyes 'Shameware'?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=pDuZGAkMSYc,,
435,Net Nanny Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=2cEEGzv9DSo,,
436,Covenant Eyes (channel),Blockers / Accountability Tools,English,Channel,https://www.youtube.com/covenanteyes,,
437,Covenant Eyes Review | Why It DIDN'T Work for Me,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=tqbFSWJL2DU,,
438,Brainbuddy App Review - Quit Porn Forever?!? How Well Does it Work?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=4v4rZXMIC44,,
439,QUITTR App Review - Can This App Really Help You Quit Bad Habits?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=ujC3YOVK6rM,,
440,Quittr App Review 2025 - Can It Help You Quit Porn for Good?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=wUlfbr1TetY,,
441,The Easy Peasy Way to Quit Porn (playlist),Blockers / Accountability Tools,English,Playlist,https://www.youtube.com/playlist?list=PLMx-QwNxTnN0rvxUt9C3ThluLlbw3KsUE,,
442,How To Quit Porn - In Depth Course (playlist),Blockers / Accountability Tools,English,Playlist,https://www.youtube.com/playlist?list=PLE_vQWWxgaiEskIe2DMOZ_gFTURBeWCM_,,
443,2 things that finally helped me quit porn & mindless scrolling,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=UfmQxkKjYcQ,,
444,Fortify STR (channel),Blockers / Accountability Tools,English,Channel,https://www.youtube.com/c/FortifySTR,,
445,"Celebrities Getting Real About Porn Addiction: Terry Crews, Mike Tyson, Joe Rogan, Russell Brand",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=RNnzUpGk7Ng,,
446,Terry Crews Opens up about Porn Addiction,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=ULSk_6KceEI,,
447,"Terry Crews on Thirty Year Marriage, Porn Addiction & Cancel Culture",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=HN3k35GYtg4,,
448,"NoFap: 9 Ways Porn Will Ruin You (Jordan Peterson, Joe Rogan and Terry Crews)",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=j3cfKOkQD9M,,
449,How Terry Crews Overcame Porn Addiction | WWHL,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=RYRdFljRgdY,,
450,'I Was Addicted to P*rnography' | #ABtalks with Terry Crews | Chapter 249,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=mU9oJkDdAZU,,
451,Terry Crews on Porn Addiction | Howie Mandel Does Stuff,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=6sU4jeY3S5I,,
452,Terry Crews e Mike Tyson | Joe Rogan Experience Legendado,Celebrity Interviews,Portuguese,Video,https://www.youtube.com/watch?v=Dd42Tc38bTE,,
453,"Terry Crews Talks Acting, Suicidal Thoughts, Porn Addiction and Mental Health - The Mental Game",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=8dzKdPxwnP4,,
454,Exclusive Interview with Terry Crews on Why He Quit Porn,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=tV6F1Mkh7B0,,
455,為何性慾誘惑如此難抗拒？如何戒色？微笑雪莉,Chinese,Chinese,Video,https://www.youtube.com/watch?v=BXveOIR944A,,
456,戒色 - 看完這部影片你就不會再手淫了,Chinese,Chinese,Video,https://www.youtube.com/watch?v=VAPaInHMfxk,,
457,時代當下 - 我和戒色吧網友面基了 - 箭厂 ArrowFactory Doc,Chinese,Chinese,Video,https://www.youtube.com/watch?v=6OH0zUUv5pI,,
458,禁慾 - 30天改變你的人生 - 如何戒掉手淫,Chinese,Chinese,Video,https://www.youtube.com/watch?v=-fI2isoYACQ,,
459,戒色视频29 - 原来戒色的感觉这么爽 九位戒友分享心得,Chinese,Chinese,Video,https://www.youtube.com/watch?v=FPboVRSv5Kw,,
460,戒色视频 - 熬夜+久坐+纵欲=完蛋 戒友分享心得,Chinese,Chinese,Video,https://www.youtube.com/watch?v=dZqZ4nSqD-A,,
461,戒色第13天 戒色快兩週的好處,Chinese,Chinese,Short,https://www.youtube.com/shorts/d7ZgN1A8TPk,,
462,戒色视频13 - 我的戒手淫体会及戒后十年的感想,Chinese,Chinese,Video,https://www.youtube.com/watch?v=XFMWMXzGeyU,,
463,手淫太頻繁 - 關於戒色和禁欲的正確方法 無有淺談 素樸,Chinese,Chinese,Video,https://www.youtube.com/watch?v=PkJtlRelSoo,,
464,Jeremy Lipkowitz (channel),Coaches / Jeremy Lipkowitz,English,Channel,https://www.youtube.com/c/JeremyLipkowitz,,
465,The Healing Power of Meditation - 5 Ways Meditation Supports Your Recovery from Porn Addiction,Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=sBjKBv7kbfg,,
466,"Unhooked - Breaking Cycles, Building Discipline w/ Jeremy Lipkowitz",Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=wiChY76J32c,,
467,95. Seven Immediate Benefits of Quitting Porn - What You Will Notice in the First Few Days & Weeks,Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=My1Itl4L-fA,,
468,How to Prevent a Relapse - Understanding the 3 Stages of Relapse in Addiction Recovery,Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=Smc08A5r-OU,,
469,Facing Compulsive Behaviours With Jeremy Lipkowitz,Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=aDFPSpdVZzM,,
470,Jeremy Lipkowitz - From Porn Addiction to Inner Freedom - EP 9,Coaches / Jeremy Lipkowitz,English,Video,https://www.youtube.com/watch?v=H6vBurRUS8s,,
471,The 3 A's of Addiction - Reality of Internet Pornography,Coaches / Jeremy Lipkowitz,English,Short,https://www.youtube.com/shorts/PGAoSDKEX1g,,
472,The Freedom Fight (channel),Coaches / Programs,English,Channel,https://www.youtube.com/channel/UCmvjd5sYx0cHu-2gDhK1Wqw,,
473,Freedom Coaching (channel),Coaches / Programs,English,Channel,https://www.youtube.com/channel/UCQiwMQLHd9OW8neheSLw1aQ,,
474,This P*rn Recovery Coach Is Unironically EVIL,Coaches / Programs,English,Video,https://www.youtube.com/watch?v=pSJpLJEPvyM,,
475,The Freedom Model Porn Addiction Analysis,Coaches / Programs,English,Video,https://www.youtube.com/watch?v=E6vS-NIAdXY,,
476,Freedom Coaching LLC (channel),Coaches / Programs,English,Channel,https://www.youtube.com/@freedomcoachingllc,,
477,DEEP CLEAN Your Life Free Of Porn w/ Sathiya Sam - The Super Human Life Ep. 74,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=6sUNouCPk8E,,
478,Sathiya Sam - How To Quit P*rn For Good,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=vjsRzk5oWoE,,
479,The Last Relapse - Sathiya Sam,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=f7ngtl7t82A,,
480,Sathiya Sam Interview,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=2Um3xIPBU1k,,
481,Sathiya Sam (channel),Coaches / Sathiya Sam,English,Channel,https://www.youtube.com/@sathiyasam2479,,
482,Special interview with Life Coach and Author Sathiya Sam,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=DFlM5KbbYJQ,,
483,How Porn Is Quietly Destroying Millions of Men - Sathiya Sam,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=wGkw-iMFL-0,,
484,How to Address Porn Addiction and Find the Path to Recovery with Sathiya Sam,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=zhuIT7-V6Co,,
485,The Last Relapse with Sathiya Sam,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=nD_Bob7Ib-s,,
486,Sathiya Sam - Recovered Porn Consumer & Recovery Coach - Consider Before Consuming Podcast,Coaches / Sathiya Sam,English,Video,https://www.youtube.com/watch?v=PtjkR-B-8z0,,
487,The Biggest Unmet Need - The Mindful Habit,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=Xna1fht0GnY,,
488,"Craig Perra, The Mindful Habit (channel)",Coaches / The Mindful Habit,English,Channel,https://www.youtube.com/user/themindfulhabit,,
489,Craig Perra Interview (Porn Addiction),Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=k1le-LRRd2I,,
490,Understanding CSATs - Choosing the Right Sex Addiction Therapist,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=ebdSHi-Ggvo,,
491,Mindfulness Basic Training for Sex & Porn Addicts - The Mindful Habit,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=pa0oCUBBUkE,,
492,The Mindful Habit (channel),Coaches / The Mindful Habit,English,Channel,https://www.youtube.com/channel/UC2rmW_Ue6qe6GoKGLS84-uw,,
493,Finding Balance - Overcoming Sex and Porn Addiction with the REST Approach,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=i2TRHoIhosw,,
494,The Mindful Habit with Craig Perra,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=pC9kHBmT954,,
495,The Shocking Link Between Posture and Mood - Sex & Porn Addiction Edition,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=qR4z-pppGk4,,
496,Set Goals or Fail in Your Fight Against Sex Addiction and Porn Addiction,Coaches / The Mindful Habit,English,Video,https://www.youtube.com/watch?v=K2XWhJ9yJ-Y,,
497,Mark Queppet (channel),Coaches / Universal Man,English,Channel,https://www.youtube.com/channel/UC6gyVlwXwtqkn4KLjx3nDHg,,
498,The End Of Universal Man? Mark Queppet Speaks (MQS) #0001,Coaches / Universal Man,English,Video,https://www.youtube.com/watch?v=f9S6TWjY79Q,,
499,"The Universal Man Podcast w/ Dr. Trish Leigh & Mark Queppet, CPC",Coaches / Universal Man,English,Video,https://www.youtube.com/watch?v=es52UP5TTU8,,
500,How to QUIT Pornography feat. Mark Queppet - Ep. 31,Coaches / Universal Man,English,Video,https://www.youtube.com/watch?v=Vkr8u-gAxZs,,
501,LIVE Interview With Mark Queppet from Universal Man,Coaches / Universal Man,English,Video,https://www.youtube.com/watch?v=WhLBekdIGnU,,
502,"Universal Man Coaching Call - Porn Addiction, Channelling",Coaches / Universal Man,English,Video,https://www.youtube.com/watch?v=RPzR7POl2KQ,,
503,Universal Man Daily Series (playlist),Coaches / Universal Man,English,Playlist,https://www.youtube.com/playlist?list=PL38uJEf-kRcasabQtRRAXCmakkKwaqaRa,,
504,The Hidden Dangers of Porn Addiction - Overcome the Cycle - Dr Hansaji Yogendra,Dating / Confidence,English,Video,https://www.youtube.com/watch?v=GHPZfazu-HY,,
505,How Porn Addiction Destroys Your Dating Life,Dating / Confidence,English,Video,https://www.youtube.com/watch?v=Kxljw1hlWX0,,
506,Pornography Addiction and Dating,Dating / Confidence,English,Video,https://www.youtube.com/watch?v=vQPqwcx8S3M,,
507,How does a porn obsession affect your sex life? BBC Documentary,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=LybMhdgcIZk,,
508,"Liked, Lured, Livestreamed - The Dark World of Digital Brothels - BBC Africa Eye",Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=jbakXt_jZgQ,,
509,Swingbnb Behind The Scenes - the Porn Laid Bare experience,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=v9jz8oQB8NY,,
510,A Porn Addict - What I Wish I'd Known About Porn,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=bjnXXN67plg,,
511,Sex addiction - Five times a day wasn't enough - BBC News,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=LUwj1-1-M1Q,,
512,The story behind the documentary - Matt Willis Fighting Addiction - BBC,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=h5O64GZLX4Q,,
513,What Porn Means To Me - Porn Laid Bare,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=FSqAumTKFUk,,
514,How Young Can I Get? (2007) BBC Documentary,Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=gY3Iv4uyWgk,,
515,"Pornography - Addiction, Risk and the Impact on Young People",Documentaries / News Media,English,Video,https://www.youtube.com/watch?v=mJJ7RauP_LI,,
516,How To Reset Your Mind? Dopamine Detox? How To Deal With Social Media Addiction?,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=k0WDtwhTnOs,,
517,"DOPAMINE DETOX: How Alcohol, Porn & Social Media Is Making This Generation STRUGGLE | Scott Galloway",Dopamine Detox,English,Video,https://www.youtube.com/watch?v=jX82Bwc47N8,,
518,7 Day Social Media Detox | Dopamine Reset,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=8nPOaiKGO58,,
519,How To Reset Your Brain's Pleasure Pathways And Overcome Porn Addiction,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=etXJlW_8pQ4,,
520,"Dopamine Neuroscientist: 'Even A Little Bit Of Social Media, Netflix, Weed & Porn Does This To You!'",Dopamine Detox,English,Video,https://www.youtube.com/watch?v=OJIvoOal0hw,,
521,How I Reset My Dopamine Levels (And You Can Too),Dopamine Detox,English,Video,https://www.youtube.com/watch?v=Eh8o_wbnYXM,,
522,Neuroscientist Reveals: THIS 60-Minute Rule Will FIX Your Dopamine Addiction,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=d1e_Y88en3M,,
523,How To Actually Dopamine Detox (Quitting Social Media),Dopamine Detox,English,Video,https://www.youtube.com/watch?v=alPgPOI_Gac,,
524,Dr. Doug Weiss (channel),Dr. Doug Weiss,English,Channel,https://www.youtube.com/c/DrDougWeiss,,
