#,Title,Category,Language,Type,URL,Watched?,Notes
697,La dipendenza dalla pornografia puo rovinarti la vita - Sadhguru Italiano,Italian,Italian,Video,https://www.youtube.com/watch?v=MjKvp9KpcJI,,
698,Come liberarsi dalla pornodipendenza,Italian,Italian,Video,https://www.youtube.com/watch?v=eTK3HR4Qw-k,,
699,Pornografia e dipendenza,Italian,Italian,Video,https://www.youtube.com/watch?v=d2P_pQJ6QG4,,
700,Don Jon - come uscire dalla dipendenza da porno,Italian,Italian,Video,https://www.youtube.com/watch?v=82xw0PHTViY,,
701,PORNOGRAFIA - dipendenza o cura? Dott. Valerio Rosso LIVE 105,Italian,Italian,Video,https://www.youtube.com/watch?v=cLoP7MJR6pc,,
702,Sconfiggere la dipendenza da pornografia,Italian,Italian,Video,https://www.youtube.com/watch?v=RAh_vDXMTEU,,
703,SEI DIPENDENTE DAL P*RNO?,Italian,Italian,Video,https://www.youtube.com/watch?v=0Z1VPThbUTI,,
704,メリットいっぱい ポルノを断つと起こる変化と断つ方法／ポルノ依存,Japanese,Japanese,Video,https://www.youtube.com/watch?v=vc9pOhcXhQ8,,
705,20分で解説 ポルノ中毒 やめられない脳と中毒の科学,Japanese,Japanese,Video,https://www.youtube.com/watch?v=nn1ibeQ72bA,,
706,図解アリ 神経科学者 ポルノ依存が脳を狂わす理由と沼を抜け出す4つの方法,Japanese,Japanese,Video,https://www.youtube.com/watch?v=rf3EvGekvNA,,
707,この方法でポルノやめたら男も女も300%人生激変した 本要約,Japanese,Japanese,Video,https://www.youtube.com/watch?v=vHpHHUmkUMw,,
708,この4つを守れば100%ポルノ依存症を克服できます ハードモード,Japanese,Japanese,Video,https://www.youtube.com/watch?v=1eDTclrljX4,,
709,医者が教える ネットポルノ依存症って？見過ぎると起きる怖い弊害,Japanese,Japanese,Video,https://www.youtube.com/watch?v=KhB_eiW9TpE,,
710,ポルノ依存症 脳が壊れ現実がどうでもよくなる,Japanese,Japanese,Video,https://www.youtube.com/watch?v=BqrZPEhX_aE,,
711,恋愛のプロ視点 ポルノ中毒が脳を破壊する理由と中毒から脱出する5つの方法,Japanese,Japanese,Video,https://www.youtube.com/watch?v=wiyDsbFs1bE,,
712,重症者向け 深刻なネットポルノ中毒から抜け出す方法,Japanese,Japanese,Video,https://www.youtube.com/watch?v=N8Xxj16eWjE,,
713,誠実男子 - ポルノを断ち本当の自分を取り戻すためのチャンネル,Japanese,Japanese,Channel,https://www.youtube.com/channel/UCmyicr9-ZlJSbYFjfdI0MWw,,
714,Freedom from Unwanted Sexual Behavior - Jay Stringer,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=Xc6jVSF-TgQ,,
715,Understanding Our Unwanted Behaviors w/ Jay Stringer,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=qA8avj36wA0,,
716,Unwanted - Interview With Jay Stringer,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=1wG9_FdgzJ8,,
717,Confronting Unwanted Sexual Behavior - The Spiritually Healthy Leader Pt. 3 - Jay Stringer,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=BZNCUDJlkQY,,
718,"Sexual Abuse, Sexual Brokenness, and the Gospel - Jay Stringer",Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=N3qa_hHWF9o,,
719,Unwanted - How Sexual Brokenness Reveals Our Way - Audiobook preview,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=rMEhGsCRqIc,,
720,"Live with Jay Stringer, LMHC, Author of Unwanted",Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=dJ7rq8jcP0k,,
721,Unwanted - Discovering our Route to Sexual Healing ft. Jay Stringer - Episode 167,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=QWpfqtr7PK4,,
722,Unwanted - Healing the Roots of Sexual Sin with Jay Stringer,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=7LGc0UwEMTc,,
723,Unwanted by Jay Stringer - Does Sexual Brokenness Reveal Your Way to Healing?,Jay Stringer / Unwanted,English,Video,https://www.youtube.com/watch?v=qAmiUSV-bA0,,
724,"포르노, 야동을 끊으려고 노력하면 안 되는 이유 [도파민, 중독]",Korean,Korean,Video,https://www.youtube.com/watch?v=teMCs7UY5fk,,
725,닥터U의 포르노와 포르노중독 - 중독에서 벗어나는 방법,Korean,Korean,Video,https://www.youtube.com/watch?v=trhzBn5QnWo,,
726,"도파민에 중독된 나, 포르노 중독과 발기부전",Korean,Korean,Video,https://www.youtube.com/watch?v=tzT7c8sBQOc,,
727,"포르노(av)를 끊는 법-3, 중독치료법 3 by 핵쎈언니",Korean,Korean,Video,https://www.youtube.com/watch?v=GGHaBfFBous,,
728,[음란물 중독] 야동 중독되면? 뇌도 변하고 얼굴도 변합니다,Korean,Korean,Video,https://www.youtube.com/watch?v=FvRSSrmq8ks,,
729,#5 교회형이 쓴 음란물 끊기의 정석,Korean,Korean,Video,https://www.youtube.com/watch?v=YHEXZe2xW_M,,
730,"폭식증, 거식증과 비교해보는 포르노 중독",Korean,Korean,Video,https://www.youtube.com/watch?v=lbyPexf_8WA,,
731,음란물 못 끊는 사람이 봐야 할 영상 - 포르노 그리고 당신의 뇌,Korean,Korean,Video,https://www.youtube.com/watch?v=f75sInTSg7k,,
732,포르노 중독이 끊어지도록 기도해드려요 - 김성재 목사,Korean,Korean,Short,https://www.youtube.com/shorts/F9UTQYzH9dc,,
733,Experts Way In - Can You Stop LGBTQ Porn Addiction?,LGBTQ,English,Video,https://www.youtube.com/watch?v=TTt4RXZnxB4,,
734,"ROB MONTANA on life, the industry, addiction and recovery - Demystifying Gay Porn S4E31",LGBTQ,English,Video,https://www.youtube.com/watch?v=AS6cnYH7zR0,,
735,Gay Porn Addiction - A Therapist Explains the Symptoms & Treatment Options,LGBTQ,English,Video,https://www.youtube.com/watch?v=ziMn-lQfNsA,,
736,"Gay Porn Addiction - mental health, therapy, psychology",LGBTQ,English,Short,https://www.youtube.com/shorts/IEI4wq-CUuk,,
737,Gay Sex Addicts and Recovery,LGBTQ,English,Video,https://www.youtube.com/watch?v=JuD1zeQcfH4,,
738,Is Gay P*rn Addiction Real?,LGBTQ,English,Short,https://www.youtube.com/shorts/XJqQx0plsOk,,
739,SEX-METH and Cross Addiction Dangers With Gay Men - chemsex,LGBTQ,English,Short,https://www.youtube.com/shorts/L4L7AaDHErY,,
740,Why Smart Men Stay Stuck in Porn Addiction (The Recovery Framework That Finally Works),LGBTQ,English,Video,https://www.youtube.com/watch?v=BWvhIWUZUgU,,
741,Does Watching Gay Porn Make You Gay? Porn Addiction Problems,LGBTQ,English,Short,https://www.youtube.com/shorts/mID4-dsL-uo,,
742,No Fap Cold Showers 30 Days (Transformation),Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=8O1N78wRuVA,,
743,Cold Showers for Discipline - 75 Hard - Phase 1,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=SsXXEkJVfgQ,,
744,NoFap + Cold Shower + Meditation For 90+ Days - My Transformation,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=2vcgJGgGFz8,,
745,Cold Showers for a Dopamine Hit (Quit Porn w/ Dr. Trish Leigh),Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=GQ6vVxkawt4,,
746,Discipline - Cold Showers (coaching call),Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=yVIkCtvJ0_U,,
747,Surviving the Cold Shower Discipline Challenge - Why it Works,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=HUE4V1i0zKg,,
748,NoFap + Cold Showers + Journaling For 90 Days - What I've Learned,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=1lj8dXhtUR4,,
749,How to Build Self Discipline - My #1 Exercise,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=wZy1ir1otug,,
750,How To Take Cold Showers and Increase your Discipline,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=dhFJkSAkoLY,,
751,Habit #3 - Taking Cold Showers Daily - 30 Days Of Discipline Journey,Lifestyle / Discipline,English,Video,https://www.youtube.com/watch?v=pBrcbh2799k,,
752,ही घाण सवय तूमचे आयुष्य उध्वस्त करतेय - How to get rid of porn addiction - Marathi,Marathi / Kannada / Malayalam,Marathi,Video,https://www.youtube.com/watch?v=3K_T0eo-Jbs,,
753,ಪೋರ್ನ್ ಚಟದಿಂದ ಹೊರಬರೋದು ಹೇಗೆ? Porn Addiction Is Mental Sickness - Sadhguru Kannada,Marathi / Kannada / Malayalam,Kannada,Short,https://www.youtube.com/shorts/61m6mHXmedQ,,
754,MARATHI - causes of PORN ADDICTION,Marathi / Kannada / Malayalam,Marathi,Video,https://www.youtube.com/watch?v=BGOzkjZBPGY,,
755,Porn पाहण्याची सवय कशी सोडावी? Quit Porn Addiction In 5 Practical Steps - Marathi,Marathi / Kannada / Malayalam,Marathi,Video,https://www.youtube.com/watch?v=zm7_db0_I3Q,,
756,Porn Addiction Malayalam (playlist),Marathi / Kannada / Malayalam,Malayalam,Playlist,https://www.youtube.com/playlist?list=PLbhgcj9snDF0k4lG4Pi52nHBXFjSVHKGr,,
757,How To Stop Porn Addiction - Motivational Speech | Robert Kayanja Jr,Motivation,English,Video,https://www.youtube.com/watch?v=HqNXU0oQRVA,,
758,How to Cure Porn Addiction? | Andrew Tate Motivational Speech,Motivation,English,Video,https://www.youtube.com/watch?v=rf0HbMDiFo4,,
759,STOP wasting your LIFE - Take control instead (motivational speech),Motivation,English,Video,https://www.youtube.com/watch?v=Mz3yCKa1mMA,,
760,Motivation To Quit Porn (playlist),Motivation,English,Playlist,https://www.youtube.com/playlist?list=PL-6gbuzvSL3EuJu8KANbAlts2ry5SaWBs,,
761,How To Cure P#RN ADDICTS? Andrew Tate Motivational Speech,Motivation,English,Video,https://www.youtube.com/watch?v=fY_FzBtIWdE,,
762,STOP Looking For Motivation To QUIT PORN & REBOOT YOUR LIFE,Motivation,English,Video,https://www.youtube.com/watch?v=YXIh9HQRMdI,,
763,Conquering the Porn Habit - Motivation to Quit,Motivation,English,Short,https://www.youtube.com/shorts/NFTMwc7K2eU,,
764,Quit Po*n Addiction - How To Quit Po*n Addiction - Motivational Wings,Motivation,English,Video,https://www.youtube.com/watch?v=JCz14iQtsUM,,
765,Remove HOPE & QUIT PORN FOR GOOD - NoFap Motivation,Motivation,English,Video,https://www.youtube.com/watch?v=xWNeDKUQGJ8,,
766,This Video Alone Will Make You Quit P*RN (or any addiction),Motivation,English,Video,https://www.youtube.com/watch?v=zej6OxWhSKM,,
767,Motivation To Quit PO*N - The Great PO*N Experiment,Motivation,English,Video,https://www.youtube.com/watch?v=paR7UOWnpWY,,
768,"Quitting Porn - A Journey, Not Just a Resolution w/ Dr. Trish Leigh",New Year / Goals,English,Video,https://www.youtube.com/watch?v=68QN0EOfDiE,,
769,10 Tips To Quit Porn & Make 2026 The BEST YEAR Of Your Life,New Year / Goals,English,Video,https://www.youtube.com/watch?v=TbyMpGuk0Vc,,
770,How to Quit Porn in 2026 (A Therapist's 5-Step Plan),New Year / Goals,English,Video,https://www.youtube.com/watch?v=iCv82l58lNU,,
771,Don't Quit Porn in 2026 - Here's Why 2027 Actually Works,New Year / Goals,English,Video,https://www.youtube.com/watch?v=kNBR7CaI8vo,,
772,26 Reasons to Quit Porn in 2026,New Year / Goals,English,Video,https://www.youtube.com/watch?v=aB8IW-wzXc8,,
773,5 Habits to Quit & 5 Habits to Start in 2026,New Year / Goals,English,Video,https://www.youtube.com/watch?v=Jlo0R8RMebY,,
774,Why You WON'T Quit Porn in 2026,New Year / Goals,English,Video,https://www.youtube.com/watch?v=kFoyHe_nXV0,,
775,10 HABITS TO START BEFORE 2026 - NEW YEARS RESOLUTIONS,New Year / Goals,English,Video,https://www.youtube.com/watch?v=4YSCwumK68Y,,
776,No Nut November - The Challenge Explained,No Nut November,English,Short,https://www.youtube.com/shorts/lFyL1bxoEzk,,
777,No Nut November Challenge (playlist),No Nut November,English,Playlist,https://www.youtube.com/playlist?list=PLHA6Tu9j1A1QfQgR670mldR8ix5fcCp6r,,
778,No Nut November (Accept the Challenge) Explained by Dr Anurag Prasad,No Nut November,English,Video,https://www.youtube.com/watch?v=15xNH7L4P8Y,,
779,NoNutNovember - All Rules Explained - FULL guide,No Nut November,English,Video,https://www.youtube.com/watch?v=_lM2fb19NGY,,
780,No Nut November - The Truth Behind The Viral Challenge,No Nut November,English,Video,https://www.youtube.com/watch?v=DlqxRJoiDYE,,
781,No Nut November Explained,No Nut November,English,Video,https://www.youtube.com/watch?v=RbRXLlJn0_g,,
782,Watch This If You're Struggling with NNN (No Nut November),No Nut November,English,Video,https://www.youtube.com/watch?v=MwCfSmr505U,,
783,How to Survive No Nut November [ULTIMATE Guide to NoFap],No Nut November,English,Video,https://www.youtube.com/watch?v=wNGIidQXgxA,,
784,What Really Happens After 30 Days of No Nut November,No Nut November,English,Video,https://www.youtube.com/watch?v=CDeB98AjJY0,,
785,No Nut November Challenge - How to control Ejaculation - Ajay Davidson,No Nut November,English,Video,https://www.youtube.com/watch?v=tZxYClg1WE4,,
786,"I spent $20,000 on OnlyFans (my addiction)",OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=9ptXXG1wttk,,
787,Meet the Man Who Spent over $60K on OnlyFans in One Month,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=CLdKBnELts0,,
788,Man Spends $100k On Only Fans Model & INSTANTLY Regrets It,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=bT5_rR6lg0g,,
789,"My boyfriend blew 8,000 pounds on his OnlyFans addiction",OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=qibMWRh3X8s,,
790,Inside The Secret World Of An OnlyFans Addict,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=X-cQ8k60R0A,,
791,Advice on OnlyFans Addiction & Being Forever Alone - Discord Submissions,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=JnPyjTFBV9k,,
792,We spent how much on OnlyFans?,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=DBDITHhbNgs,,
793,STOP SPENDING MONEY ON ONLYFANS,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=aWSQconar0I,,
794,Man opens up about his addiction to OnlyFans after being Romance Scammed,OnlyFans / Camming,English,Video,https://www.youtube.com/watch?v=ADnsHLEqxI8,,
795,Pornography ඇබ්බැහියෙන් මිදෙන්නේ කොහොමද - How to Quit Porn Addiction (Sinhala),Other Languages,Sinhala,Video,https://www.youtube.com/watch?v=fosCTuImlGA,,
796,Pastor Confesses Porn Addiction to His Church And Wife And Then THIS Happened,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=mnPGmbb_32s,,
797,I was a church leader addicted to pornography,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=K_oqL1zJbI4,,
798,PORNOGRAPHY - How I Overcame It - Isaac Oyedepo Confesses,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=g5BsOjSQuzg,,
799,"PORN ADDICTION, PASTOR'S DAUGHTER, SAVED BY JESUS! TESTIMONY #341",Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=VGEVTM3Pydo,,
800,Christian Pastor Nikole Mitchell Leaves Church & Becomes Porn Star,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=gCLNG08Q2WM,,
801,Pastor on porn addiction - It was out of control,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=mzFT6A3liSo,,
802,Ex-Pastor's Journey - Porn Addiction to Honoring Women,Pastors / Church Leaders,English,Short,https://www.youtube.com/shorts/pwzl2sHpLbM,,
803,"Ex-Porn Star-Turned-Christian Shares How Church Provided Path to Healing, Confession",Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=S52rlCIdAAA,,
804,Megachurch pastor forced to repent for filming sex with his wife,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=4bYuC9qyKJI,,
805,A Pastor's Raw Confession of Conquering Addiction,Pastors / Church Leaders,English,Video,https://www.youtube.com/watch?v=UHkiXwv9DLg,,
806,"Dr Patrick Carnes, father of sex addiction, speaks",Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=NygPH1X8nV4,,
807,Beyond Theory Podcast S4 E20 - Patrick Carnes on Sex Addiction,Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=lh_B70Ch734,,
808,Dr. Patrick Carnes Official YouTube Channel,Patrick Carnes / IITAP,English,Channel,https://www.youtube.com/channel/UCRv-kobZ9iTM8lLbKsOlLmQ,,
809,Dr. Patrick Carnes on Sex Addiction (playlist),Patrick Carnes / IITAP,English,Playlist,https://www.youtube.com/playlist?list=PL83V2ThXNSlQeYbdWG1EkSy9q-jEKZLiC,,
810,Dr. Patrick Carnes - Internet's Role in the Spread of Sex Addiction,Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=ZkVplYJdSsU,,
811,"Patrick Carnes - Sexual Addiction in 2018 Causes, Trends & Solutions",Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=rkYbpAl4hjI,,
812,"Dr Patrick Carnes, Leading Sex Addiction Expert, Video Interview",Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=IBBmkl7zApo,,
813,Dr. Patrick Carnes - What are the Causes of Addiction?,Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=YljyFxz2vSA,,
814,Dr. Patrick Carnes - Chemical Addiction vs. Process/Behavioral Addiction,Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=0mbbcPO8_h8,,
815,Gentle Path - Patrick Carnes explaining controversy about Sex Addiction,Patrick Carnes / IITAP,English,Video,https://www.youtube.com/watch?v=EtBdSr-gkY0,,
816,YC19 - Paula Hall - What's wrong with Porn?,Paula Hall / UK Therapy,English,Video,https://www.youtube.com/watch?v=mPq5BNO9wcg,,
817,Secret Sex Lives With Dr Paula Hall,Paula Hall / UK Therapy,English,Video,https://www.youtube.com/watch?v=dugtBCkh0Yo,,
818,Porn addiction in the UK rises - Therapist Dr Paula Hall explains why,Paula Hall / UK Therapy,English,Video,https://www.youtube.com/watch?v=bBGsozFWyx8,,
819,Get a Grip on Porn & Sex Addiction - Dr Paula Hall,Paula Hall / UK Therapy,English,Video,https://www.youtube.com/watch?v=BZcWyQMRB3o,,
820,Paula Hall (channel),Paula Hall / UK Therapy,English,Channel,https://www.youtube.com/@paulahall3258,,
821,The Modern Addiction,Paula Hall / UK Therapy,English,Video,https://www.youtube.com/watch?v=qeF1FUnGGAY,,
822,رهایی از اعتیاد به پورن (زیرنویس فارسی),Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=EG98cyiDQ6w,,
823,راه های ترک اعتیاد به فیلم پورن,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=zkheVqAshkE,,
824,راه حل ترک اعتیاد به پورن,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=04Gtlyo7CJc,,
825,Paycast #16 - Farshid - اعتیاد به پورن,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=998Se9Qn3eM,,
826,عوارض وحشتناک پورن و خودارضایی بر مغز و حافظه - راه ترک پورن چیست؟,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=aYW946-r7Q8,,
827,روش قدم به قدم ترک اعتیاد به فیلم های پورن توسط متخصص روانپزشکی,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=hYIln0Y_KSY,,
828,راههای ساده درمان و ترک خودارضایی و فیلم پورن - زن و مرد,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=kn7kNigPPk8,,
829,6 روش برای بازپس گیری زندگی - خلاصه کتاب در دام پورنوگرافی,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=2sDsiRVNtRc,,
830,علت شکست در ترک پورن و اعتیاد,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=6IcgAR_dg1k,,
831,چرا باید اعتیاد به پورن و خودارضایی رو کنار بگذاری؟,Persian / Farsi,Persian,Video,https://www.youtube.com/watch?v=t9UBoGn_1lc,,
832,Porn Addiction & Monastic Wisdom w/ Jeremy Lipkowitz | Ep 108 | Secondhand Therapy Podcast,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=EVEYdBHvvqo,,
833,Overcoming Porn Addiction || Pheyland Barthen || Winning Conversations Podcast,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=PZjUbJzPjOs,,
834,The Porn Reboot Podcast Episode 479: Maintenance Stage of Porn Addiction,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=gDqNMgQ5gc8,,
835,Ep. 94: Porn addiction & men's mental health: Breaking the shame cycle (Jeremy Lipkowitz),Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=sOJCtlj0fJs,,
836,Is Porn Addiction Curable - MA Podcast Season 2 Episode 95 Feat. Amanullah Tariq,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=9U_EqMLImD8,,
837,EP.178 Addiction Series w/ Guest Aaron Zint - How P*rn Hijacks a Man's Brain,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=NQS6VQV8dzQ,,
838,Breaking Free at 32 - Recovery from Porn & Alcohol Addiction - Man to Man,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=cLOOwWnnMIU,,
839,Unhooked - Breaking Porn Addiction Podcast (playlist),Podcasts / Long-Form,English,Playlist,https://www.youtube.com/playlist?list=PL-bdQfwz2imRezP6YmUnNWKWUy8yEmcMw,,
840,Addicted to Recovery Podcast (channel),Podcasts / Long-Form,English,Channel,https://www.youtube.com/@AddictedToRecoveryPodcast,,
841,How We Beat Our Addiction to Porn - Christian Huff & Steve,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=59erH79_nNY,,
842,P2P Podcast EP 125 - What Porn Addiction Is Really Costing You,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=XLNqZIUqfEo,,
843,Australia's NEW P*rn Age-Check Laws - A Dangerous Data Grab?,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=LJHokKPZ34g,,
844,Australia's Porn Blockout - New Age Verification Deadlines & Social Media Ban Explained,Policy / Age Verification,English,Short,https://www.youtube.com/shorts/8nbE9L3Qnh4,,
845,How will age-verification laws affect millions of Australian adults? ABC News,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=u2wo65O4I2Q,,
846,Australians must now prove they are over 18 to view pornography online,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=mdSS8Ex6W-A,,
847,UK's Online Safety Act - Mandatory Age Verification Selfies,Policy / Age Verification,English,Short,https://www.youtube.com/shorts/MWGMu9r8OOg,,
848,YouTube CALLS OUT Australia's New Law,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=ybMIuNU1Gy0,,
849,Australia Just Made Age Verification Mandatory For Almost Everything,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=Sgs2p33MwVQ,,
850,UK enforces new age verification system - Does it actually work?,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=uSliYzklo1w,,
851,Australia's New Porn Law - Age Checks Now Mandatory,Policy / Age Verification,English,Video,https://www.youtube.com/watch?v=Y2AXw41eQD0,,
852,Jak rzucic uzaleznienie od PORNOGRAFII,Polish,Polish,Video,https://www.youtube.com/watch?v=5-dKFGeAxKM,,
853,Jak rzucic PORNO? Poznaj system resetujacy mozg! - Sports-Med,Polish,Polish,Video,https://www.youtube.com/watch?v=S_0Qdaz4Dys,,
854,Jak wyjsc z UZALEZNIENIA od PO*NO? DESEKSUALIZACJA MOZGU,Polish,Polish,Video,https://www.youtube.com/watch?v=kS2nEyn1KeQ,,
855,Uzaleznienie od pornografii - jak sobie radzic (wersja zaktualizowana),Polish,Polish,Video,https://www.youtube.com/watch?v=uLIIqOY3uOg,,
856,Jak uwolnic sie od pornografii? [#2] Nalog i pomoc techniczna,Polish,Polish,Video,https://www.youtube.com/watch?v=5xzfG9saTVw,,
857,Jak SKUTECZNIE uwolnic sie od PORNO? Rozmowa z uzaleznionym,Polish,Polish,Video,https://www.youtube.com/watch?v=f8gPAwV5UMc,,
858,Pornografia i masturbacja - Jak wyjsc z uzaleznienia? dr inz. Jacek Pulikowski,Polish,Polish,Video,https://www.youtube.com/watch?v=vGZgTgtXB68,,
859,Jak wyjsc z nalogow seksualnych - dr inz. Jacek Pulikowski,Polish,Polish,Video,https://www.youtube.com/watch?v=i8AYWl2lsZs,,
860,Jak pokonac uzaleznienie od porno?,Polish,Polish,Video,https://www.youtube.com/watch?v=u0TDDhjdWz0,,
861,Como parar de assistir PORNOGRAFIA para SEMPRE!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=plPU-ugKSX8,,
862,Como LARGAR o VICIO em PORNOGRAFIA em 2024 (com Miguel Soriani),Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=hZ3aP92Rzxw,,
863,VICIO em P*RN*GRAFIA: 5 Formas de PARAR AGORA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=AZryT1rohlk,,
